INFO  2019-07-31 15:03:54,647 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Add", controller = "Organizations", area = ""}. Executing action LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Add (LJH.VRTool.Web.Mvc)
INFO  2019-07-31 15:03:54,895 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Add (LJH.VRTool.Web.Mvc) with arguments (LJH.VRTool.Organizations.Dto.OrganizationUnitCreateDto) - Validation state: Valid
INFO  2019-07-31 15:03:54,897 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Add (LJH.VRTool.Web.Mvc) with arguments (LJH.VRTool.Organizations.Dto.OrganizationUnitCreateDto) - Validation state: Valid
INFO  2019-07-31 15:04:04,902 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Add (LJH.VRTool.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.JsonResult in 10001.9226ms.
INFO  2019-07-31 15:04:05,707 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Add (LJH.VRTool.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.JsonResult in 10808.8996ms.
INFO  2019-07-31 15:04:05,790 [12   ] matters.Json.Internal.JsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-07-31 15:04:05,836 [12   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Add (LJH.VRTool.Web.Mvc) in 11188.2352ms
INFO  2019-07-31 15:04:05,844 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 11235.0054ms 200 application/json; charset=utf-8
INFO  2019-07-31 15:04:05,845 [6    ] matters.Json.Internal.JsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-07-31 15:04:05,852 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Add (LJH.VRTool.Web.Mvc) in 11198.7146ms
INFO  2019-07-31 15:04:05,870 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 11245.4628ms 200 application/json; charset=utf-8
INFO  2019-07-31 15:04:05,871 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62119/Organizations?v=4.0  
INFO  2019-07-31 15:04:05,876 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62119/Organizations?v=4.0  
